question_id,question,expected_answer,year,expected_source,check_points,qa_group
qa_179,"2025년 기준, 1학년 때 들어야 하는 '교양필수' 학점은 총 몇 학점이며, 어떤 과목들을 이수해야 하나요?","교양필수는 총 6학점입니다. 1학년 1학기에 'ESG·지역사회문제해결 I'(1학점)과 '인성과 도전 선택과목'(1학점), 1학년 2학기에 'ESG 지역사회문제해결 II'(1학점), 그리고 2학년(또는 1학년) 시기에 '의사소통'(3학점)을 이수해야 합니다.",2025,2025_cr.pdf,"교양필수 학점, ESG·지역사회문제해결, 의사소통 교양",curriculum
qa_180,"2025년 기준, KY Vision 교과목 중 '진로 취창업' 영역에서 필수로 이수해야 하는 총 학점과 학년별 과목명은 무엇인가요?","진로 취창업 영역은 총 4학점을 이수해야 합니다. 1학년 때 '나의 꿈과 미래디자인'(1학점), 2학년 때 '기업가정신과 리더십'(1학점), 4학년 때 '사회진출 성공전략'(2학점)을 이수하게 됩니다.",2025,2025_cr.pdf,"KY Vision, 진로 취창업, 나의 꿈과 미래디자인, 사회진출 성공전략",curriculum
qa_181,"2025년 기준, KY Vision 교과목의 'SW 기초' 영역에서 1학년 1학기나 2학기에 '택 1'하여 들을 수 있는 기초 과목 5가지는 무엇인가요?","컴퓨팅 사고력과 문제해결력', '데이터 분석 입문', '소프트웨어 개발 환경과 협업방법', '파이썬 프로그래밍', '웹프로그래밍' 중 하나를 선택하여 이수할 수 있습니다.",2025,2025_cr.pdf,"SW 기초, 컴퓨팅 사고력과 문제해결력, 파이썬 프로그래밍",curriculum
qa_182,"2025년 기준, KY Vision 'SW 기초' 영역의 2학년 선택과목 중, 인공지능학과 학생이 전공(기계학습 등)을 배우기 전에 연계하여 들으면 좋은 '데이터 분석 기초' 과목의 코드는 무엇인가요?","과목 코드는 '00055M'이며, 과목명은 '데이터 분석 기초'입니다. 2학년 1학기 또는 2학기에 선택 이수할 수 있는 2학점짜리 교과목입니다.",2025,2025_cr.pdf,"데이터 분석 기초, 과목코드 00055M",curriculum
qa_183,"첨부된 2025학년도 교육과정 자료에 따르면, 우리 학과의 명칭은 원래 무엇이었으며 언제 현재의 이름으로 개편되었나요?",원래 2020년 교육부 첨단분야학과 학생조정 계획에 따라 최초 신설될 당시 명칭은 '의료인공지능학과'였습니다. 이후 산업 수요 변화에 맞추어 2024년도에 현재의 '인공지능학과'로 학과 명칭 및 체제를 개편하였습니다.,2025,2025_cr.pdf,"의료인공지능학과, 학과 개편, 2024년 개편",curriculum
qa_184,"학과의 최초 신설 연도는 언제이며, 2025학년도 교육과정 기준으로 학과가 추구하는 인재상에는 어떤 변화가 있었나요?","학과는 2020년에 신설되었습니다. 학과 개편을 거쳐 2025학년도 교육과정 기준 학과 인재상은 '인공지능 융합을 선도하는 ① AI 창의인재, ② AI 융합인재, ③ AI 실무인재'로 구체화되어 인공지능 융합 기술 선도에 초점을 맞추고 있습니다.",2025,2025_cr.pdf,"학과 신설 연도, 학과 인재상, AI 융합인재",curriculum
qa_185,"2025 건양대학교 교육과정 가이드라인상, 단일전공자와 복수전공자의 '졸업 최소 이수학점' 총점은 서로 다릅니까?","아닙니다. 단일전공자, 복수/연계/융합전공자, 부전공자 모두 '졸업 최소 이수학점' 자체는 130학점으로 동일합니다. 다만 그 내부 구성(제1전공 학점 채우기 방식 등)에서 차이가 있을 뿐입니다.",2025,2025_cr.pdf,"졸업최소이수학점 비교, 복수전공 학점",curriculum
qa_186,"2025년 기준, 인공지능학과 학생회비는 얼마이며, 학과 잠바(학잠) 공동 구매는 몇 월에 진행되나요?",제공된 2025학년도 교육과정 및 학과 내규 가이드라인 문서에는 학생회비 금액이나 학과 잠바 공동 구매 일정 등 학생회 자치 활동에 대한 정보가 포함되어 있지 않습니다.,2025,2025_cr.pdf,"자료에 없음, 학생회비, 학과 잠바, 자료 외 정보",curriculum
qa_187,"2025년 기준, 2학년 1학기 전공인 '데이터베이스프로그래밍' 수업 때 사용하는 메인 데이터베이스 소프트웨어(SQL 종류)는 Oracle인가요, MySQL인가요?","본 교과과정 일람표에는 '데이터베이스프로그래밍'의 학점(3학점)과 시수(이론 2, 실습 2) 정보만 나와 있을 뿐, 수업 내에서 구체적으로 어떤 실습 툴(Oracle, MySQL, PostgreSQL 등)을 사용하는지에 대한 상세 강의계획서(실라버스) 내용은 기재되어 있지 않습니다.",2025,2025_cr.pdf,"자료에 없음, 데이터베이스 툴, 강의 상세 내용",curriculum
qa_188,"2025년 기준, 졸업작품 심사에서 탈락할 경우, 다음 학기에 바로 재심사를 받을 수 있는 기회가 주어지나요? 아니면 졸업 유예를 해야 하나요?","학과 내규에 졸업작품 및 보고서를 제출하고 발표하여 심사를 통과해야 한다는 조건과 면제 기준은 명시되어 있으나, 심사에서 탈락(불합격)했을 경우의 재심사 프로세스나 졸업 유예 규정에 대해서는 본 문서에 구체적으로 언급되어 있지 않습니다.",2025,2025_cr.pdf,"자료에 없음, 졸업작품 탈락, 재심사 규정",curriculum
